[Epoch 1/160][Iter 730/1848][lr 0.000002][Loss: obj 5.76 || cls 20.27 || reg 5.35 || size 448 || time: 2.92]
[Epoch 1/160][Iter 740/1848][lr 0.000002][Loss: obj 5.87 || cls 25.30 || reg 6.93 || size 384 || time: 3.38]
[Epoch 1/160][Iter 750/1848][lr 0.000002][Loss: obj 5.00 || cls 18.74 || reg 5.04 || size 416 || time: 3.00]
[Epoch 1/160][Iter 760/1848][lr 0.000002][Loss: obj 6.63 || cls 26.83 || reg 7.14 || size 416 || time: 3.36]
[Epoch 1/160][Iter 770/1848][lr 0.000002][Loss: obj 5.57 || cls 24.32 || reg 6.66 || size 320 || time: 3.02]
[Epoch 1/160][Iter 780/1848][lr 0.000002][Loss: obj 4.83 || cls 17.76 || reg 4.66 || size 416 || time: 2.55]
[Epoch 1/160][Iter 790/1848][lr 0.000002][Loss: obj 4.03 || cls 16.26 || reg 4.38 || size 352 || time: 3.20]
[Epoch 1/160][Iter 800/1848][lr 0.000002][Loss: obj 5.23 || cls 19.25 || reg 4.92 || size 384 || time: 2.61]
[Epoch 1/160][Iter 810/1848][lr 0.000002][Loss: obj 5.96 || cls 21.39 || reg 5.76 || size 512 || time: 3.00]
[Epoch 1/160][Iter 820/1848][lr 0.000002][Loss: obj 6.22 || cls 26.73 || reg 7.15 || size 352 || time: 4.16]
[Epoch 1/160][Iter 830/1848][lr 0.000003][Loss: obj 5.49 || cls 18.23 || reg 4.80 || size 512 || time: 2.83]
[Epoch 1/160][Iter 840/1848][lr 0.000003][Loss: obj 6.66 || cls 25.62 || reg 6.85 || size 480 || time: 4.47]
[Epoch 1/160][Iter 850/1848][lr 0.000003][Loss: obj 5.58 || cls 21.85 || reg 6.00 || size 416 || time: 3.40]
[Epoch 1/160][Iter 860/1848][lr 0.000003][Loss: obj 5.41 || cls 25.45 || reg 6.94 || size 320 || time: 2.90]
[Epoch 1/160][Iter 870/1848][lr 0.000003][Loss: obj 5.74 || cls 20.31 || reg 5.19 || size 416 || time: 2.34]
[Epoch 1/160][Iter 880/1848][lr 0.000003][Loss: obj 6.11 || cls 24.23 || reg 6.58 || size 448 || time: 3.15]
[Epoch 1/160][Iter 890/1848][lr 0.000003][Loss: obj 5.75 || cls 27.28 || reg 7.57 || size 352 || time: 3.54]
[Epoch 1/160][Iter 900/1848][lr 0.000004][Loss: obj 6.42 || cls 24.77 || reg 6.52 || size 416 || time: 2.69]
[Epoch 1/160][Iter 910/1848][lr 0.000004][Loss: obj 6.66 || cls 27.92 || reg 7.58 || size 384 || time: 3.34]
[Epoch 1/160][Iter 920/1848][lr 0.000004][Loss: obj 7.57 || cls 26.56 || reg 6.87 || size 480 || time: 2.95]
[Epoch 1/160][Iter 930/1848][lr 0.000004][Loss: obj 4.98 || cls 21.83 || reg 6.24 || size 384 || time: 3.79]
